순번,생성일,생성시분,링크ID,도로관리기관,통행속도,Unnamed: 0_x,Source_x,Target_x,LANES_x,ROAD_RANK_x,ROAD_NO_x,ROAD_NAME_x,ROAD_USE_x,MULTI_LINK_x,CONNECT_x,MAX_SPD_x,REST_VEH_x,REST_W_x,REST_H_x,C-ITS_x,LENGTH_x,UPDATEDATE_x,시간
2010995,20231106,10,4050000301,10078901.0,30.0,180319,4050000500,4050000502,1,106,1139,1100로,0,0,0,40,0,0,0,0,350.5582312,20230519,0.7011164624
120666904,20231106,2135,4050000302,10078901.0,48.8,124334,4050000502,4050000201,1,106,1139,1100로,0,0,0,40,0,0,0,0,3133.02215,20230519,3.852076413934426
123395005,20231106,2200,4050000303,10078901.0,52.0,29224,4050000201,4050000200,1,106,1139,1100로,0,0,0,40,0,0,0,0,209.3764488,20230519,0.24158821015384613
122712981,20231106,2155,4050000401,10078901.0,45.6,75536,4050000502,4050000500,1,106,1139,1100로,0,0,0,40,0,0,0,0,339.7109608,20230519,0.44698810631578945
112482608,20231106,2000,4050000402,10078901.0,51.8,365518,4050000201,4050000502,1,106,1139,1100로,0,0,0,40,0,0,0,0,3113.983604,20230519,3.6069308154440156
126805133,20231106,2245,4050000403,10078901.0,52.6,498489,4050000200,4050000201,1,106,1139,1100로,0,0,0,40,0,0,0,0,209.4192217,20230519,0.23888124148288975
51788780,20231106,845,4050000701,10078901.0,66.4,110306,4050000501,4050000400,1,106,1117,산록서로,0,0,0,60,0,0,0,0,2785.45614,20230519,2.516978439759036
92022777,20231106,1550,4050000702,10078901.0,63.0,374413,4050000500,4050000501,1,106,1117,산록서로,0,0,0,60,0,0,0,0,186.4819902,20230519,0.17760189542857144
81793402,20231106,1425,4050000801,10078901.0,63.0,213135,4050000400,4050000501,1,106,1117,산록서로,0,0,0,60,0,0,0,0,2780.5438,20230519,2.6481369523809524
103616463,20231106,1805,4050000802,10078901.0,56.3,346557,4050000501,4050000500,1,106,1117,산록서로,0,0,0,60,0,0,0,0,174.1682298,20230519,0.1856144544937833
102252473,20231106,1755,4050000902,10078901.0,47.8,104173,4050000900,4050000503,1,106,1117,1100로,0,0,0,60,0,0,0,0,190.3153232,20230519,0.2388895270292887
129533246,20231106,2305,4050000903,10078901.0,52.0,401339,4050000503,4050000500,1,106,1117,1100로,0,0,0,60,0,0,0,0,909.9315857,20230519,1.0499210604230769
126805144,20231106,2245,4050001002,10078901.0,58.0,320021,4050000500,4050000503,1,106,1117,1100로,0,0,0,60,0,0,0,0,916.3602056,20230519,0.9479588333793103
126805145,20231106,2245,4050001003,10078901.0,52.0,152385,4050000503,4050000900,1,106,1117,1100로,0,0,0,60,0,0,0,0,192.7766262,20230519,0.2224345686923077
48379324,20231106,800,4050001300,10078901.0,58.8,360265,4050001000,4050000800,1,106,1117,산록북로,0,0,0,60,0,0,0,0,999.3253081,20230519,1.0197197021428572
56562128,20231106,945,4050001400,10078901.0,59.7,125211,4050000800,4050001000,1,106,1117,산록북로,0,0,0,60,0,0,0,0,1003.688617,20230519,1.0087322783919597
110436558,20231106,1935,4050001500,10078901.0,46.5,181582,4050001100,4050000900,1,106,1117,1100로,0,0,0,60,0,0,0,0,402.9299229,20230519,0.5199095779354839
109072527,20231106,1915,4050001600,10078901.0,49.3,279582,4050000900,4050001100,1,106,1117,1100로,0,0,0,60,0,0,0,0,413.2306289,20230519,0.5029176010953347
53152594,20231106,900,4050001701,10078901.0,45.3,376322,4050000601,4050000600,1,106,1112,비자림로,0,0,0,60,0,0,0,0,624.4032239,20230519,0.827024137615894
86567089,20231106,1510,4050001702,10078901.0,45.3,520280,4050000602,4050000601,1,106,1112,비자림로,1,0,0,60,0,0,0,0,137.9978854,20230519,0.1827786561589404
1329137,20231106,5,4050001801,10078901.0,53.0,256537,4050000600,4050000601,1,106,1112,비자림로,0,0,0,60,0,0,0,0,634.9791515,20230519,0.7188443224528301
1329138,20231106,5,4050001802,10078901.0,53.0,401338,4050000601,4050000602,1,106,1112,비자림로,0,0,0,60,0,0,0,0,129.1017171,20230519,0.14615288728301887
56562138,20231106,945,4050001901,10078901.0,65.3,115627,4050000800,4050000801,1,106,1117,산록북로,0,0,0,60,0,0,0,0,1779.777386,20230519,1.635323784992343
86567096,20231106,1510,4050001902,10078901.0,59.3,154952,4050000801,4050001100,1,106,1117,산록북로,0,0,0,60,0,0,0,0,679.9905112,20230519,0.6880173806408094
56562141,20231106,945,4050002001,10078901.0,56.8,372260,4050001100,4050000801,1,106,1117,산록북로,0,0,0,60,0,0,0,0,680.7972758,20230519,0.7191520519014084
76337932,20231106,1325,4050002002,10078901.0,57.4,353509,4050000801,4050000800,1,106,1117,산록북로,0,0,0,60,0,0,0,0,1778.38911,20230519,1.8589433205574915
93386736,20231106,1600,4050002100,10078901.0,57.3,228805,4050001500,4050001000,1,106,1117,산록북로,0,0,0,60,0,0,0,0,3319.157082,20230519,3.475557153926702
110436573,20231106,1935,4050002200,10078901.0,58.3,413495,4050001000,4050001500,1,106,1117,산록북로,0,0,0,60,0,0,0,0,3326.275723,20230519,3.4232683255574616
2011031,20231106,10,4050002300,10078901.0,34.0,242006,4050001700,4050001000,2,107,-,산록북로,0,0,0,50,0,0,0,0,567.8895186,20230519,1.002157974
96796610,20231106,1645,4050002400,10078901.0,54.0,409670,4050001000,4050001700,2,107,-,산록북로,0,0,0,50,0,0,0,0,570.9784087,20230519,0.6344204541111111
1329154,20231106,5,4050002900,10078901.0,40.0,237827,4050001800,4050001500,1,107,-,산록북로,0,0,0,60,0,0,0,0,559.5902306,20230519,0.8393853459
4738570,20231106,30,4050003000,10078901.0,56.0,417396,4050001500,4050001800,1,107,-,산록북로,0,0,0,60,0,0,0,0,577.2127361,20230519,0.61844221725
122030997,20231106,2150,4050003301,10078901.0,51.8,409146,4050000605,4050002200,1,106,1131,516로,0,0,0,50,0,0,0,0,2915.918268,20230519,3.377511507335907
72928283,20231106,1250,4050003302,10078901.0,60.0,419051,4050000604,4050000605,1,106,1131,516로,1,0,0,50,0,0,0,0,307.7918864,20230519,0.30779188640000005
112482650,20231106,2000,4050003303,10078901.0,57.0,342413,4050000604,4050000605,1,106,1131,516로,0,0,0,50,0,0,0,0,246.6970915,20230519,0.2596811489473684
11557413,20231106,135,4050003304,10078901.0,53.8,307376,4050000600,4050000604,1,106,1131,516로,0,0,0,50,0,0,0,0,1905.422832,20230519,2.1250068758364313
96796621,20231106,1645,4050003401,10078901.0,56.0,353780,4050002200,4050000605,1,106,1131,516로,0,0,0,50,0,0,0,0,2907.084861,20230519,3.114733779642857
132261385,20231106,2345,4050003402,10078901.0,54.0,144533,4050000605,4050000604,1,106,1131,516로,0,0,0,50,0,0,0,0,327.9892628,20230519,0.3644325142222222
126805178,20231106,2245,4050003403,10078901.0,60.0,311506,4050000605,4050000604,1,106,1131,516로,0,0,0,50,0,0,0,0,250.992176,20230519,0.25099217599999996
44969902,20231106,715,4050003404,10078901.0,58.6,281733,4050000604,4050000600,1,106,1131,516로,0,0,0,50,0,0,0,0,1891.148461,20230519,1.9363294822525596
113846705,20231106,2015,4050003500,10078901.0,62.3,353781,4050001900,4050001800,1,106,1117,산록북로,0,0,0,60,0,0,0,0,385.7783509,20230519,0.3715361324879615
51788825,20231106,845,4050003600,10078901.0,65.0,256554,4050001800,4050001900,1,106,1117,산록북로,0,0,0,60,0,0,0,0,386.9373923,20230519,0.35717297750769234
15648730,20231106,215,4050003701,10078901.0,32.0,421255,4050002500,4050002501,1,107,-,1100로,0,0,0,50,0,0,0,0,169.8240936,20230519,0.31842017549999996
4738582,20231106,30,4050003702,10078901.0,50.7,400694,4050002501,4050001102,1,106,1139,1100로,0,0,0,60,0,0,0,0,1126.044682,20230519,1.3325972568047335
62699421,20231106,1055,4050003703,10078901.0,38.0,115164,4050001102,4050001101,1,106,1139,1100로,0,0,0,60,0,0,0,0,1039.911579,20230519,1.6419656510526317
42924238,20231106,655,4050003704,10078901.0,44.3,228693,4050001101,4050001100,1,106,1139,1100로,0,0,0,60,0,0,0,0,543.6806832,20230519,0.7363620991422122
105662515,20231106,1835,4050003801,10078901.0,52.5,331859,4050002501,4050002500,1,107,-,1100로,0,0,0,50,0,0,0,0,171.5107941,20230519,0.1960123361142857
127487213,20231106,2250,4050003802,10078901.0,62.0,259527,4050001102,4050002501,1,106,1139,1100로,0,0,0,60,0,0,0,0,1120.576664,20230519,1.084429029677419
109754582,20231106,1925,4050003803,10078901.0,53.5,258394,4050001101,4050001102,1,106,1139,1100로,0,0,0,60,0,0,0,0,1037.000198,20230519,1.162990876261682
109754583,20231106,1925,4050003804,10078901.0,52.3,148804,4050001100,4050001101,1,106,1139,1100로,0,0,0,60,0,0,0,0,550.8210422,20230519,0.6319170656214149
109754584,20231106,1925,4050003900,10078901.0,57.0,456025,4050002000,4050001900,1,106,1117,산록북로,0,0,0,60,0,0,0,0,522.1164897,20230519,0.5495963049473683
53152635,20231106,900,4050004000,10078901.0,61.0,521829,4050001900,4050002000,1,106,1117,산록북로,0,0,0,60,0,0,0,0,501.5143955,20230519,0.4932928480327869
112482668,20231106,2000,4050004100,10078901.0,43.0,280477,4050002000,4050001900,1,107,-,산록북로,0,0,0,60,0,0,0,0,481.0512533,20230519,0.6712343069302324
12239316,20231106,145,4050004200,10078901.0,55.3,456376,4050001900,4050002000,1,107,-,산록북로,0,0,0,60,0,0,0,0,482.0576259,20230519,0.5230281655334539
122713044,20231106,2155,4050004500,10078901.0,57.0,371904,4050002300,4050002000,1,106,1117,산록북로,0,0,0,60,0,0,0,0,434.149382,20230519,0.45699934947368415
112482671,20231106,2000,4050004600,10078901.0,53.0,197970,4050002000,4050002300,1,106,1117,산록북로,0,0,0,60,0,0,0,0,426.48376,20230519,0.4828118037735849
79065703,20231106,1355,4050004701,10078901.0,45.0,222996,4050002403,4050002400,1,106,1131,516로,0,0,0,30,0,0,0,0,80.70500914,20230519,0.10760667885333333
70200596,20231106,1215,4050004703,10078901.0,51.0,197894,4050002200,4050002201,1,106,1131,516로,0,0,0,50,0,0,0,0,1713.291903,20230519,2.0156375329411764
124077099,20231106,2205,4050004704,10078901.0,49.0,234509,4050002201,4050002403,1,106,1131,516로,0,0,0,50,0,0,0,0,67.78806872,20230519,0.08300579843265304
96796645,20231106,1645,4050004801,10078901.0,47.0,201661,4050002400,4050002403,1,106,1131,516로,0,0,0,30,0,0,0,0,87.46837315,20230519,0.11166175295744682
73610244,20231106,1255,4050004803,10078901.0,49.7,153690,4050002403,4050002201,1,106,1131,516로,0,0,0,50,0,0,0,0,67.7664542,20230519,0.0818106086921529
132261411,20231106,2345,4050004804,10078901.0,52.8,53929,4050002201,4050002200,1,106,1131,516로,0,0,0,50,0,0,0,0,1719.080639,20230519,1.9535007261363635
120666979,20231106,2135,4050004901,10078901.0,49.0,412725,4050002400,4050002301,1,106,1117,산록북로,0,0,0,60,0,0,0,0,350.22438,20230519,0.42884617959183674
88613023,20231106,1525,4050004902,10078901.0,54.0,271926,4050002301,4050002300,1,106,1117,산록북로,0,0,0,60,0,0,0,0,335.0647091,20230519,0.3722941212222222
1329190,20231106,5,4050005001,10078901.0,40.0,420743,4050002301,4050002400,1,106,1117,산록북로,0,0,0,60,0,0,0,0,341.4304814,20230519,0.5121457221
78383777,20231106,1350,4050005002,10078901.0,53.0,163028,4050002300,4050002301,1,106,1117,산록북로,0,0,0,60,0,0,0,0,335.7149884,20230519,0.38005470384905654
119984958,20231106,2125,4050005101,10078901.0,47.3,173030,4050002400,4050002401,1,106,1131,516로,0,0,0,50,0,0,0,0,183.9573368,20230519,0.23334968727272729
120666984,20231106,2135,4050005102,10078901.0,49.0,90599,4050002401,4050002402,1,106,1131,516로,0,0,0,50,0,0,0,0,276.2842357,20230519,0.33830722738775515
56562192,20231106,945,4050005104,10078901.0,47.3,437741,4050002402,4050002404,3,106,1131,516로,0,0,0,50,0,0,0,0,169.7559669,20230519,0.2153352645665962
11557450,20231106,135,4050005105,10078901.0,47.0,259508,4050002404,4050002600,3,106,1131,516로,0,0,0,60,0,0,0,0,658.3440077,20230519,0.8404391587659574
126123188,20231106,2235,4050005201,10078901.0,48.8,227481,4050002401,4050002400,1,106,1131,516로,0,0,0,50,0,0,0,0,176.3224689,20230519,0.2167899207786885
11557452,20231106,135,4050005202,10078901.0,47.0,18593,4050002402,4050002401,1,106,1131,516로,0,0,0,50,0,0,0,0,280.1635255,20230519,0.35765556446808505
25195168,20231106,400,4050005204,10078901.0,49.0,495405,4050002600,4050002404,3,106,1131,516로,0,0,0,60,0,0,0,0,664.7402115,20230519,0.8139676059183673
132261425,20231106,2345,4050005205,10078901.0,54.3,55538,4050002404,4050002402,3,106,1131,516로,0,0,0,50,0,0,0,0,174.2753843,20230519,0.19256948541436467
55198375,20231106,925,4050005301,10078901.0,30.0,437727,4050002502,4050002500,1,107,-,1100로,0,0,0,50,0,0,0,0,852.7068543,20230519,1.7054137085999999
18376309,20231106,250,4050005322,10078901.0,52.5,69439,4050073800,4050002502,1,106,1139,1100로,0,0,0,60,0,0,0,0,1114.94055,20230519,1.2742177714285714
2692972,20231106,15,4050005323,10078901.0,64.0,140499,4050003500,4050073802,3,106,1139,1100로,0,0,0,60,0,0,0,0,215.3378096,20230519,0.2018791965
132943457,20231106,2350,4050005324,10078901.0,56.0,163022,4050073802,4050073800,3,106,1139,1100로,0,0,0,60,0,0,0,0,408.1151288,20230519,0.4372662094285714
112482700,20231106,2000,4050005401,10078901.0,45.0,331832,4050002500,4050002502,1,107,-,1100로,0,0,0,50,0,0,0,0,852.8290696,20230519,1.1371054261333333
128851305,20231106,2300,4050005422,10078901.0,46.7,225791,4050002502,4050073800,1,106,1139,1100로,0,0,0,60,0,0,0,0,1115.097381,20230519,1.432673294646681
125441178,20231106,2225,4050005423,10078901.0,51.0,352754,4050073800,4050073802,3,106,1139,1100로,0,0,0,60,0,0,0,0,405.5652858,20230519,0.4771356303529412
16330662,20231106,225,4050005424,10078901.0,41.0,492147,4050073802,4050003500,3,106,1139,1100로,0,0,0,60,0,0,0,0,215.0339159,20230519,0.3146837793658536
15648779,20231106,215,4050005502,10078901.0,40.0,12667,4050003401,4050003400,3,106,1131,중앙로,0,0,0,50,0,0,0,0,627.3305464,20230519,0.9409958196
118620932,20231106,2105,4050005511,10078901.0,50.0,86071,4050074600,4050003401,3,106,1131,중앙로,0,0,0,60,0,0,0,0,191.5975955,20230519,0.2299171146
42242397,20231106,645,4050005521,10078901.0,52.8,495436,4050002600,4050074600,3,106,1131,중앙로,0,0,0,50,0,0,0,0,779.3193168,20230519,0.8855901327272727
15648783,20231106,215,4050005602,10078901.0,57.0,331860,4050003400,4050003401,3,106,1131,중앙로,0,0,0,50,0,0,0,0,616.741801,20230519,0.6492018957894736
2011103,20231106,10,4050005611,10078901.0,52.0,466972,4050003401,4050074600,3,106,1131,중앙로,0,0,0,50,0,0,0,0,192.4820849,20230519,0.22209471334615383
124077137,20231106,2205,4050005621,10078901.0,56.3,179058,4050074600,4050002600,3,106,1131,중앙로,0,0,0,50,0,0,0,0,775.2485225,20230519,0.8261973596802842
1329224,20231106,5,4050005704,10078901.0,64.5,331856,4050002900,4050002703,3,106,1136,노형로,0,0,0,70,0,0,0,0,297.5654712,20230519,0.27680508948837207
1329225,20231106,5,4050005705,10078901.0,57.0,124778,4050002703,4050002702,3,106,1136,노형로,0,0,0,70,0,0,0,0,191.6632485,20230519,0.20175078789473685
9511829,20231106,105,4050005804,10078901.0,64.0,240193,4050002702,4050002703,3,106,1136,노형로,0,0,0,70,0,0,0,0,191.2013254,20230519,0.1792512425625
129533349,20231106,2305,4050005805,10078901.0,52.0,10482,4050002703,4050002900,3,106,1136,노형로,0,0,0,70,0,0,0,0,294.139839,20230519,0.3393921219230769
130215376,20231106,2315,4050006101,10078901.0,57.7,478215,4050002901,4050002900,3,106,1136,노형로,0,0,0,70,0,0,0,0,156.81785,20230519,0.16306882149046792
1329231,20231106,5,4050006102,10078901.0,57.3,385510,4050002902,4050002901,3,106,1136,노형로,0,0,0,70,0,0,0,0,386.5798842,20230519,0.4047956902617801
9511833,20231106,105,4050006201,10078901.0,60.2,197125,4050002900,4050002901,3,106,1136,노형로,0,0,0,70,0,0,0,0,152.1149566,20230519,0.15160959129568105
9511834,20231106,105,4050006202,10078901.0,63.0,508106,4050002901,4050002902,3,106,1136,노형로,0,0,0,70,0,0,0,0,398.9782841,20230519,0.37997931819047615
1329234,20231106,5,4050006301,10078901.0,42.0,485893,4050003100,4050003302,2,106,1136,아연로,0,0,0,50,0,0,0,0,160.6647875,20230519,0.229521125
92022891,20231106,1550,4050006302,10078901.0,50.0,326349,4050003302,4050003301,2,106,1136,아연로,0,0,0,50,0,0,0,0,74.72389041,20230519,0.08966866849199999
4738651,20231106,30,4050006303,10078901.0,36.0,240194,4050003301,4050003300,2,106,1136,아연로,0,0,0,50,0,0,0,0,160.061908,20230519,0.26676984666666664
116574878,20231106,2050,4050006401,10078901.0,55.3,132933,4050003302,4050003100,2,106,1136,아연로,0,0,0,50,0,0,0,0,163.9042426,20230519,0.17783462126582278
120667029,20231106,2135,4050006402,10078901.0,51.7,331888,4050003301,4050003302,2,106,1136,아연로,0,0,0,50,0,0,0,0,75.50372479,20230519,0.0876252125222437
102252587,20231106,1755,4050006403,10078901.0,46.0,276424,4050003300,4050003301,2,106,1136,아연로,0,0,0,50,0,0,0,0,159.1643973,20230519,0.2076057356086956
18376351,20231106,250,4050006708,10078901.0,40.4,130419,4050004002,4050004003,2,106,1136,아봉로,0,0,0,30,0,0,0,0,281.7972123,20230519,0.41851071133663365
1329248,20231106,5,4050006709,10078901.0,30.0,149252,4050004000,4050004002,1,107,-,인다7길,0,0,0,30,0,0,0,0,265.9116099,20230519,0.5318232197999999
9511852,20231106,105,4050006724,10078901.0,42.5,111373,4050004011,4050004007,2,106,1136,아봉로,0,0,0,50,0,0,0,0,252.5873065,20230519,0.3565938444705883
12239391,20231106,145,4050006725,10078901.0,23.0,298455,4050004006,4050004014,2,107,-,아봉로,0,0,0,50,0,0,0,0,129.5436993,20230519,0.3379400851304347
1329253,20231106,5,4050006727,10078901.0,42.3,219715,4050004008,4050075701,1,107,-,아봉로,0,0,0,60,0,0,0,0,393.3114767,20230519,0.5578886194326241
74974176,20231106,1305,4050006728,10078901.0,58.0,331880,4050075701,4050075700,1,107,-,아봉로,0,0,0,60,0,0,0,0,243.877973,20230519,0.2522875582758621
116574896,20231106,2050,4050006729,10078901.0,40.3,150063,4050004007,4050004015,2,106,1136,아봉로,0,0,0,30,0,0,0,0,277.3115714,20230519,0.41287082590570723
38151102,20231106,555,4050006730,10078901.0,38.0,331838,4050004015,4050004008,2,106,1136,아봉로,0,0,0,30,0,0,0,0,49.41795179,20230519,0.07802834493157894
105662602,20231106,1835,4050006731,10078901.0,39.0,357545,4050007701,4050007702,1,106,1136,아봉로,0,0,0,60,0,0,0,0,867.5922363,20230519,1.3347572866153845
93386848,20231106,1600,4050006733,10078901.0,34.0,240195,4050075700,4050007703,1,106,1136,아봉로,0,0,0,60,0,0,0,0,411.7521028,20230519,0.7266213578823529
105662604,20231106,1835,4050006734,10078901.0,40.0,205972,4050007703,4050007701,1,106,1136,아봉로,0,0,0,60,0,0,0,0,1064.751143,20230519,1.5971267144999999
83839390,20231106,1450,4050006735,10078901.0,38.8,166124,4050007702,4050007704,1,106,1136,아봉로,0,0,0,60,0,0,0,0,272.4924543,20230519,0.4213800839690722
109754671,20231106,1925,4050006737,10078901.0,42.5,152724,4050007704,4050007705,1,106,1136,아봉로,0,0,0,60,0,0,0,0,1695.325602,20230519,2.3934008498823527
88613096,20231106,1525,4050006740,10078901.0,31.0,490584,4050007707,4050007700,1,106,1136,아봉로,0,0,0,60,0,0,0,0,72.97955629,20230519,0.1412507541096774
79065786,20231106,1355,4050006741,10078901.0,40.0,320102,4050007705,4050007708,1,106,1136,아봉로,0,0,0,60,0,0,0,0,111.8992643,20230519,0.16784889644999998
79065787,20231106,1355,4050006742,10078901.0,35.0,39786,4050007708,4050007707,1,106,1136,아봉로,0,0,0,50,0,0,0,0,16.4149084,20230519,0.028139842971428575
80429669,20231106,1405,4050006808,10078901.0,49.0,320037,4050004003,4050004002,2,106,1136,아봉로,0,0,0,30,0,0,0,0,276.9029185,20230519,0.3390647981632653
1329273,20231106,5,4050006809,10078901.0,50.0,236932,4050004002,4050004000,1,107,-,인다7길,0,0,0,30,0,0,0,0,270.1623951,20230519,0.32419487412000003
32696010,20231106,515,4050006823,10078901.0,32.0,517564,4050004007,4050004011,1,106,1136,아봉로,0,0,0,50,0,0,0,0,253.5167102,20230519,0.475343831625
72928403,20231106,1250,4050006826,10078901.0,32.3,46310,4050004014,4050004006,1,107,-,아봉로,0,0,0,50,0,0,0,0,119.3299852,20230519,0.22166560718266254
112482770,20231106,2000,4050006827,10078901.0,49.0,178507,4050075700,4050075701,1,107,-,아봉로,0,0,0,60,0,0,0,0,237.8236031,20230519,0.2912125752244898
26559021,20231106,415,4050006828,10078901.0,36.0,335305,4050075701,4050004008,1,107,-,아봉로,0,0,0,60,0,0,0,0,406.9308665,20230519,0.6782181108333333
115892896,20231106,2045,4050006829,10078901.0,30.8,228342,4050004008,4050004015,2,106,1136,아봉로,0,0,0,30,0,0,0,0,43.86934746,20230519,0.08545976777922078
15648845,20231106,215,4050006830,10078901.0,38.0,464266,4050004015,4050004007,2,106,1136,아봉로,0,0,0,30,0,0,0,0,286.7716117,20230519,0.45279728163157895
86567236,20231106,1510,4050006832,10078901.0,40.3,469211,4050007702,4050007701,1,106,1136,아봉로,0,0,0,60,0,0,0,0,870.0632179,20230519,1.295379480744417
86567237,20231106,1510,4050006833,10078901.0,38.0,10495,4050007701,4050007703,1,106,1136,아봉로,0,0,0,60,0,0,0,0,1042.974914,20230519,1.6468024957894734
78383870,20231106,1350,4050006834,10078901.0,34.0,331844,4050007703,4050075700,1,106,1136,아봉로,0,0,0,60,0,0,0,0,423.0222081,20230519,0.7465097789999999
105662630,20231106,1835,4050006836,10078901.0,39.8,322244,4050007704,4050007702,1,106,1136,아봉로,0,0,0,60,0,0,0,0,268.5057316,20230519,0.4047825099497488
126123277,20231106,2235,4050006838,10078901.0,42.0,65393,4050007705,4050007704,1,106,1136,아봉로,0,0,0,60,0,0,0,0,1697.588687,20230519,2.4251266957142854
83157463,20231106,1445,4050006839,10078901.0,41.0,22813,4050007700,4050007707,1,106,1136,아봉로,0,0,0,60,0,0,0,0,71.52367128,20230519,0.1046687872390244
82475514,20231106,1435,4050006841,10078901.0,41.2,266860,4050007707,4050007708,1,106,1136,아봉로,0,0,0,60,0,0,0,0,16.4147825,20230519,0.023905023058252428
126123280,20231106,2235,4050006842,10078901.0,43.6,8130,4050007708,4050007705,1,106,1136,아봉로,0,0,0,50,0,0,0,0,111.8990789,20230519,0.15398955811926604
6102471,20231106,40,4050006900,10078901.0,41.0,110318,4050003400,4050003600,3,106,1131,중앙로,0,0,0,50,0,0,0,0,263.8057741,20230519,0.38605723039024387
15648855,20231106,215,4050007000,10078901.0,46.0,485539,4050003600,4050003400,3,106,1131,중앙로,0,0,0,50,0,0,0,0,275.0393698,20230519,0.35874700408695653
1329292,20231106,5,4050007101,10078901.0,60.7,351242,4050003802,4050002902,3,106,1136,노형로,0,0,0,70,0,0,0,0,520.6892666,20230519,0.5146846127841844
129533413,20231106,2305,4050007102,10078901.0,68.0,437728,4050003801,4050003802,3,106,1136,노형로,0,0,0,70,0,0,0,0,140.0499171,20230519,0.12357345626470587
130215440,20231106,2315,4050007103,10078901.0,59.0,263187,4050003800,4050003801,3,106,1136,노형로,0,0,0,70,0,0,0,0,332.3280196,20230519,0.3379606978983051
122031136,20231106,2150,4050007201,10078901.0,62.5,74097,4050002902,4050003802,3,106,1136,노형로,0,0,0,70,0,0,0,0,519.8984945,20230519,0.4991025547199999
12921320,20231106,150,4050007202,10078901.0,69.3,351320,4050003802,4050003801,3,106,1136,노형로,0,0,0,70,0,0,0,0,143.1781301,20230519,0.12396374900432901
12239436,20231106,145,4050007203,10078901.0,57.0,320035,4050003801,4050003800,3,106,1136,노형로,0,0,0,70,0,0,0,0,329.6905874,20230519,0.3470427235789474
120667089,20231106,2135,4050007300,10078901.0,42.0,281621,4050003600,4050003700,3,106,1131,중앙로,0,0,0,50,0,0,0,0,267.9456205,20230519,0.38277945785714285
120667090,20231106,2135,4050007400,10078901.0,48.0,248945,4050003700,4050003600,3,106,1131,중앙로,0,0,0,50,0,0,0,0,268.2822736,20230519,0.335352842
132261525,20231106,2345,4050007501,10078901.0,41.3,417384,4050003300,4050074000,1,106,1136,아연로,0,0,0,50,0,0,0,0,1579.572992,20230519,2.294779165133172
8830019,20231106,100,4050007502,10078901.0,38.5,220936,4050074000,4050004800,1,106,1136,아연로,0,0,0,50,0,0,0,0,898.9161322,20230519,1.400908257974026
14966983,20231106,205,4050007601,10078901.0,42.3,344921,4050004800,4050074000,1,106,1136,아연로,0,0,0,50,0,0,0,0,902.5912082,20230519,1.2802712173049644
24513386,20231106,355,4050007602,10078901.0,43.5,248998,4050074000,4050003300,1,106,1136,아연로,0,0,0,50,0,0,0,0,1588.986653,20230519,2.191705728275862
29968488,20231106,455,4050007701,10078901.0,53.0,249004,4050004100,4050004101,3,106,1139,1100로,0,0,0,70,0,0,0,0,362.7559438,20230519,0.41066710618867924
29968489,20231106,455,4050007702,10078901.0,53.0,282145,4050004101,4050003500,3,106,1139,1100로,0,0,0,60,0,0,0,0,400.7733288,20230519,0.45370565524528306
132943558,20231106,2350,4050007801,10078901.0,50.8,322479,4050004101,4050004100,3,106,1139,1100로,0,0,0,70,0,0,0,0,361.8680513,20230519,0.4274032101968504
113164825,20231106,2005,4050007802,10078901.0,43.5,249003,4050003500,4050004101,3,106,1139,1100로,0,0,0,60,0,0,0,0,405.1985273,20230519,0.5588945204137932
25877165,20231106,405,4050007901,10078901.0,33.5,16214,4050004001,4050004000,3,106,1131,중앙로,0,0,0,30,0,0,0,0,186.2588763,20230519,0.333597987402985
123395203,20231106,2200,4050007903,10078901.0,35.5,280256,4050003700,4050003701,3,106,1131,중앙로,0,0,0,60,0,0,0,0,106.5138012,20230519,0.180023325971831
123395204,20231106,2200,4050007904,10078901.0,38.0,301227,4050003701,4050004001,3,106,1131,중앙로,0,0,0,50,0,0,0,0,106.7837403,20230519,0.1686059057368421
22467734,20231106,335,4050008001,10078901.0,37.0,415514,4050004000,4050004001,3,106,1131,중앙로,0,0,0,30,0,0,0,0,188.9091286,20230519,0.30633912745945946
119985082,20231106,2125,4050008003,10078901.0,38.0,249002,4050004001,4050003701,3,106,1131,중앙로,0,0,0,60,0,0,0,0,101.5641992,20230519,0.16036452505263157
23149624,20231106,345,4050008004,10078901.0,39.0,528014,4050003701,4050003700,3,106,1131,중앙로,0,0,0,50,0,0,0,0,104.3737185,20230519,0.16057495153846152
18376422,20231106,250,4050008101,10078901.0,40.0,310115,4050003101,4050003100,1,106,1136,아연로,0,0,0,50,0,0,0,0,59.09296374,20230519,0.08863944561
125441285,20231106,2225,4050008102,10078901.0,39.0,231082,4050003102,4050003101,1,106,1136,아연로,0,0,0,50,0,0,0,0,1434.673571,20230519,2.207190109230769
27922838,20231106,435,4050008103,10078901.0,41.0,249058,4050004205,4050003102,1,106,1136,아연로,0,0,0,50,0,0,0,0,438.4237002,20230519,0.6415956588292683
125441287,20231106,2225,4050008104,10078901.0,36.0,115165,4050004204,4050004205,1,106,1136,아연로,0,0,0,50,0,0,0,0,88.00214151,20230519,0.14667023585
26559064,20231106,415,4050008105,10078901.0,44.0,248999,4050004203,4050004204,1,106,1136,아연로,0,0,0,50,0,0,0,0,671.8647207,20230519,0.9161791645909091
